,Highest_1,Lowest_1,Median_1,Mean_(rounded)_1,most_uncommon_1,Highest_2,Lowest_2,Median_2,Mean_(rounded)_2,most_common_2
7374,2,4,7,8,4,1,2,2,8,2
7375,1,5,8,9,2,0,5,3,8,9
7376,0,6,8,9,5,0,7,5,8,1
7377,2,5,8,8,5,0,2,3,9,2
7378,0,7,5,9,2,0,8,1,9,2
7379,4,1,5,9,6,1,3,3,9,7
7380,3,3,8,8,7,0,5,5,8,2
7381,4,9,8,9,9,0,9,4,9,2
7382,0,6,6,9,6,1,7,4,9,3
7383,2,9,5,9,8,0,3,1,8,1
7384,0,7,6,8,9,1,9,4,9,3
7385,3,3,3,9,7,0,4,3,9,2
7386,3,6,8,8,0,0,2,1,8,7
7387,1,1,9,9,2,1,2,4,9,5
7388,1,1,6,8,9,0,3,2,9,2
7389,4,4,9,8,5,0,7,4,8,3
7390,4,5,5,8,4,1,6,3,9,1
7391,2,1,2,9,1,0,7,4,9,9
7392,3,3,2,9,7,1,7,4,8,5
7393,4,5,9,9,1,1,5,4,9,7
7394,0,1,8,9,2,1,4,5,9,2
7395,2,5,7,9,4,0,3,3,9,2
7396,0,3,8,9,5,0,6,4,9,2
7397,4,4,2,9,4,1,9,1,9,6
7398,2,9,9,8,3,1,3,1,9,4
7399,4,9,2,9,2,0,3,8,9,3
7400,3,6,8,9,3,1,7,3,9,0
7401,1,5,1,8,7,1,3,2,9,2
7402,4,5,9,9,4,0,8,4,9,8
7403,3,4,8,9,8,0,4,3,9,2
7404,2,7,3,8,3,0,9,4,9,5
7405,4,1,5,9,4,1,9,5,9,2
7406,2,5,9,8,7,0,6,3,8,4
7407,4,1,8,9,9,0,8,4,9,9
7408,0,2,9,9,2,1,4,1,9,2
7409,4,9,2,9,2,0,7,2,9,9
7410,3,5,2,9,0,1,6,2,9,8
7411,4,2,8,9,9,1,2,8,9,2
7412,1,9,8,9,1,0,5,2,9,2
7413,2,3,8,9,5,0,8,4,9,2
7414,1,7,8,8,7,0,9,1,8,1
7415,1,3,1,9,4,0,2,3,9,2
7416,1,3,2,8,5,0,8,4,8,8
7417,3,2,9,9,7,0,7,5,9,8
7418,3,7,5,9,2,1,6,1,9,1
7419,4,4,2,9,4,1,2,8,9,2
7420,0,7,1,9,0,1,3,4,8,2
7421,1,6,7,8,9,1,8,3,9,2
7422,0,3,2,9,7,1,5,2,9,4
7423,4,5,7,9,8,1,2,4,9,3
7424,3,1,9,9,8,1,5,8,9,6
7425,4,2,7,8,5,0,7,4,8,5
7426,1,9,8,9,3,0,5,4,9,8
7427,2,2,9,9,2,1,6,3,9,5
7428,3,5,2,9,4,0,9,8,9,1
7429,0,5,9,9,4,0,2,4,9,3
7430,4,6,9,8,0,1,4,4,9,2
7431,3,2,8,8,7,0,9,1,9,5
7432,4,6,3,9,3,1,8,8,9,0
7433,0,8,8,9,2,0,5,4,9,5
7434,1,9,7,9,3,0,8,4,8,3
7435,0,1,7,9,0,0,7,4,9,2
7436,0,4,9,8,4,1,9,3,9,2
7437,3,6,9,9,2,0,2,2,9,4
7438,4,4,8,9,9,1,5,2,9,4
7439,2,6,3,9,4,0,3,8,9,0
7440,1,5,9,9,1,0,9,4,9,7
7441,2,8,7,9,5,0,6,4,9,8
7442,4,2,8,9,2,1,6,2,9,2
7443,3,2,9,9,3,1,5,4,9,2
7444,1,2,5,8,6,0,9,4,8,2
7445,0,4,8,8,8,0,5,3,8,4
7446,4,1,2,9,5,0,8,1,9,3
7447,3,9,5,8,9,0,5,5,9,2
7448,3,2,2,9,7,1,5,4,9,4
7449,1,3,3,9,2,0,8,4,9,2
7450,3,8,1,9,5,1,7,4,9,8
7451,2,5,8,9,7,0,4,4,9,1
7452,2,6,9,9,3,1,2,4,9,1
7453,1,9,8,9,7,0,7,2,9,4
7454,4,2,1,9,3,0,8,4,9,3
7455,3,6,8,9,8,1,7,5,9,2
7456,4,5,9,9,2,1,9,8,9,2
7457,2,5,8,9,6,0,9,2,9,9
7458,2,5,5,9,2,1,9,4,9,6
7459,2,2,8,8,2,1,7,4,9,5
7460,4,3,3,9,6,1,5,4,9,9
7461,4,3,8,9,1,0,7,4,9,5
7462,2,5,3,9,5,1,9,2,9,2
7463,1,4,8,9,5,1,4,4,9,0
7464,3,2,7,9,1,1,6,5,9,0
7465,2,9,9,9,9,1,3,2,8,1
7466,1,8,8,8,4,0,6,2,9,0
7467,4,8,8,8,5,1,5,1,9,9
7468,0,5,8,9,6,0,2,3,9,8
7469,4,3,9,8,9,0,8,4,9,3
7470,0,2,3,9,1,1,4,4,9,4
7471,1,4,8,9,6,1,7,8,9,6
7472,3,1,9,9,0,0,4,2,9,3
7473,1,8,8,9,4,0,9,4,8,6
7474,1,3,8,9,9,0,9,5,9,2
7475,1,8,8,9,3,0,6,4,9,7
7476,0,8,5,9,8,1,3,4,9,0
7477,0,2,9,9,8,1,6,1,9,3
7478,3,9,5,9,9,0,5,2,9,0
7479,3,1,7,9,7,1,4,4,9,7
7480,4,5,7,9,3,1,3,4,9,0
7481,0,3,5,9,4,0,4,4,9,4
7482,2,3,6,9,1,1,5,4,9,5
7483,0,1,8,8,8,1,3,4,9,6
7484,1,5,8,9,7,0,8,4,8,9
7485,3,9,3,8,1,0,2,3,9,7
7486,3,3,3,9,7,0,7,4,8,2
7487,4,3,7,9,1,1,7,8,9,2
7488,2,7,9,9,2,1,4,5,9,9
7489,4,4,1,9,4,0,6,4,8,7
7490,4,3,9,9,7,0,6,4,8,7
7491,4,1,8,9,9,1,4,5,8,1
7492,4,2,9,9,8,1,4,5,9,2
7493,0,1,8,9,1,1,7,1,9,7
7494,4,8,9,8,4,1,2,4,9,0
7495,4,7,5,8,4,0,6,2,9,6
7496,3,8,8,9,8,0,3,8,9,6
7497,0,1,3,9,0,0,7,8,9,6
7498,3,8,8,9,2,0,8,4,9,0
7499,0,4,2,9,6,1,5,4,9,2
7500,3,6,7,8,2,1,7,4,9,2
7501,1,6,9,9,2,0,8,5,9,9
7502,0,6,9,9,5,0,3,2,9,4
7503,4,9,8,9,2,1,3,2,9,4
7504,0,7,6,9,1,1,6,4,9,2
7505,0,9,8,8,3,0,9,4,9,5
7506,3,9,5,9,6,1,6,5,9,6
7507,4,1,8,8,7,1,9,8,9,5
7508,2,6,2,9,0,1,4,8,9,3
7509,1,5,6,9,1,0,3,4,8,7
7510,2,7,8,9,8,0,6,4,9,0
7511,2,2,5,9,0,0,4,4,8,4
7512,1,4,8,9,3,1,7,5,9,9
7513,1,4,5,9,5,1,3,4,9,6
7514,2,7,3,9,4,0,9,4,9,2
7515,4,9,8,9,7,1,9,4,9,2
7516,3,7,3,9,5,0,8,3,9,9
7517,1,5,1,9,1,1,5,3,9,3
7518,0,4,8,9,1,0,4,1,9,2
7519,4,7,2,9,4,1,9,1,9,7
7520,3,3,9,9,9,0,5,1,9,5
7521,2,9,9,9,9,0,2,8,9,0
7522,0,6,6,9,3,1,5,4,9,3
7523,1,4,8,9,5,1,6,4,9,2
7524,3,4,7,9,9,0,7,8,9,2
7525,1,6,8,9,2,1,4,4,9,7
7526,4,6,9,9,6,0,3,4,9,0
7527,1,4,8,9,3,1,5,4,9,3
7528,3,3,6,8,2,1,6,4,9,4
7529,0,7,8,8,8,1,8,1,9,7
7530,2,1,8,8,3,0,9,8,9,3
7531,3,6,9,9,1,0,3,4,9,2
7532,2,9,8,9,0,1,8,5,9,2
7533,3,4,7,8,4,1,9,5,9,2
7534,4,9,8,9,4,0,4,4,8,6
7535,0,2,8,9,8,1,5,4,8,2
7536,3,9,3,9,8,1,7,1,9,0
7537,4,2,3,9,8,0,4,8,9,4
7538,0,7,8,9,8,1,8,1,9,8
7539,4,6,8,9,5,0,9,3,8,4
7540,0,8,9,9,4,0,8,4,9,2
7541,3,5,8,9,0,0,5,4,9,3
7542,1,6,7,9,5,1,9,1,9,5
7543,2,7,8,9,2,0,5,3,9,3
7544,2,1,8,9,3,1,6,4,9,7
7545,4,3,9,9,4,1,3,4,9,1
7546,4,3,8,9,8,1,8,3,9,5
7547,0,8,8,9,5,0,4,1,9,1
7548,1,7,7,9,2,0,5,4,9,7
7549,3,6,2,9,4,1,2,1,8,1
7550,2,5,8,9,9,1,9,2,9,2
7551,4,6,6,9,8,0,9,4,9,7
7552,3,7,8,9,6,1,6,2,9,2
7553,1,6,9,9,9,1,8,8,9,7
7554,1,8,6,9,6,0,6,5,9,3
7555,4,7,8,9,8,1,5,3,9,2
7556,2,2,8,9,6,0,6,2,8,5
7557,0,4,9,9,6,1,6,1,9,0
7558,2,8,1,9,9,1,9,1,9,3
7559,4,2,7,8,7,0,8,4,9,5
7560,3,8,9,8,5,1,8,4,9,6
7561,3,3,8,9,2,0,8,2,9,0
7562,1,9,7,8,1,1,2,1,9,8
7563,3,9,5,9,7,1,6,8,9,5
7564,1,6,1,9,3,0,8,1,8,2
7565,3,8,9,9,4,0,4,4,9,1
7566,4,8,6,9,3,1,6,3,9,4
7567,4,4,2,9,8,1,8,2,9,1
7568,4,1,9,9,7,1,2,2,9,6
7569,3,9,8,9,9,0,6,5,9,9
7570,4,1,8,8,7,0,5,1,9,3
7571,4,4,9,9,9,1,5,1,8,6
7572,1,4,7,9,5,1,4,1,9,4
7573,4,6,9,9,2,1,3,2,9,3
7574,4,6,2,9,9,1,7,3,9,3
7575,4,7,8,9,7,0,7,4,9,4
7576,0,8,5,8,8,1,6,1,8,4
7577,4,4,7,8,4,0,4,2,8,4
7578,2,2,9,9,2,0,7,8,9,8
7579,1,7,8,9,6,0,7,8,9,4
7580,4,8,6,9,8,1,9,5,9,2
7581,4,3,8,9,8,0,5,4,8,1
7582,4,3,2,9,6,0,2,1,9,8
7583,3,1,9,9,3,1,8,5,9,8
7584,1,2,2,9,6,0,2,3,9,1
7585,3,5,9,9,1,0,3,4,9,1
7586,4,1,2,9,7,0,5,1,9,9
7587,1,3,8,9,3,1,7,8,9,3
7588,0,5,9,9,1,0,4,4,9,5
7589,1,4,6,9,7,0,4,4,9,2
7590,2,2,8,9,4,1,8,3,9,8
7591,1,4,1,9,6,1,5,5,9,2
7592,4,2,8,9,1,1,2,2,9,4
7593,1,5,2,9,4,1,8,4,9,5
7594,0,4,8,8,2,1,2,3,9,9
7595,4,2,8,9,1,0,8,4,9,4
7596,2,7,6,9,8,1,8,1,9,0
7597,1,8,7,8,3,0,5,4,8,4
7598,3,2,8,9,8,0,9,1,8,4
7599,4,3,8,8,2,0,7,4,9,1
7600,2,5,6,9,7,0,3,4,9,2
7601,3,3,6,9,2,0,4,3,9,5
7602,3,6,2,9,9,0,2,4,9,6
7603,2,3,3,9,5,0,4,8,8,2
7604,4,4,1,9,5,0,7,1,9,2
7605,0,6,8,9,5,1,2,2,9,3
7606,2,8,9,9,7,0,4,4,9,6
7607,3,7,2,9,2,0,2,5,9,6
7608,3,4,3,8,3,1,5,4,9,9
7609,1,4,9,9,3,1,2,4,9,1
7610,2,5,9,9,8,0,8,4,9,0
7611,4,7,8,9,3,0,2,4,9,9
7612,4,6,8,9,5,0,8,5,8,0
7613,2,4,3,9,1,0,4,1,9,7
7614,1,9,8,9,4,1,7,8,8,1
7615,1,6,6,9,1,0,4,4,9,1
7616,1,6,8,8,3,0,4,4,9,2
7617,0,3,7,9,4,0,9,4,9,3
7618,2,6,6,9,2,1,9,4,9,2
7619,0,7,5,9,7,1,3,4,9,2
7620,2,8,5,9,0,0,4,4,9,2
7621,1,1,8,9,3,1,2,4,9,7
7622,0,9,8,9,7,1,9,5,9,4
7623,4,5,5,9,4,0,5,3,9,2
7624,1,9,7,8,1,1,5,4,9,4
7625,3,3,5,9,7,0,7,4,9,2
7626,3,5,1,9,5,0,5,4,9,7
7627,3,4,1,8,0,1,9,2,9,1
7628,2,7,9,8,9,1,6,5,8,4
7629,0,3,6,9,4,0,6,2,9,4
7630,4,7,8,9,1,1,6,3,9,3
7631,1,5,9,9,2,1,7,8,9,2
7632,2,1,9,9,5,0,9,2,8,3
7633,2,9,9,9,4,1,9,4,9,3
7634,3,5,5,8,4,1,9,8,9,4
7635,2,8,1,9,1,0,4,4,8,2
7636,0,1,8,9,1,0,2,1,9,1
7637,1,4,9,9,5,0,9,4,9,7
7638,0,6,8,9,6,1,2,4,8,2
7639,4,9,5,9,3,1,6,5,9,0
7640,3,2,8,9,6,0,8,5,9,3
7641,4,6,1,9,2,0,3,3,9,2
7642,3,8,9,9,8,1,6,4,9,2
7643,3,6,8,9,9,1,3,3,9,8
7644,4,3,7,9,9,1,8,5,9,2
7645,0,3,9,8,4,0,6,4,9,4
7646,2,9,5,8,5,1,9,4,9,8
7647,2,3,9,8,1,1,8,4,9,2
7648,1,5,9,8,5,0,8,4,9,1
7649,3,9,7,9,9,0,8,4,9,7
7650,0,4,9,9,6,1,7,4,9,4
7651,1,9,8,8,2,1,9,3,9,6
7652,4,7,8,9,4,0,9,4,9,6
7653,3,1,9,9,7,1,3,2,9,4
7654,4,7,8,8,6,0,3,8,8,1
7655,2,5,3,9,5,0,7,4,8,2
7656,1,9,9,9,4,1,7,4,9,2
7657,4,4,9,9,9,1,5,1,9,2
7658,3,4,8,9,4,0,8,3,8,1
7659,1,7,9,9,7,1,4,1,8,1
7660,2,6,8,9,8,0,6,4,9,9
7661,3,9,5,9,8,0,4,4,9,2
7662,2,3,2,9,2,0,8,4,9,5
7663,4,7,8,9,5,1,3,4,9,7
7664,2,4,8,9,4,1,5,3,9,8
7665,3,8,8,9,3,0,7,8,8,2
7666,2,2,8,9,5,1,4,3,9,9
7667,1,1,6,9,3,1,3,2,8,6
7668,0,9,8,9,8,0,5,8,9,6
7669,3,1,9,8,5,0,6,3,8,8
7670,2,6,9,8,3,0,9,1,9,0
7671,2,3,8,8,8,1,4,4,9,2
7672,1,9,9,9,2,1,9,4,9,6
7673,2,1,5,8,4,1,6,2,8,6
7674,3,3,8,9,5,0,4,4,8,3
7675,3,5,8,9,1,0,2,2,9,8
7676,4,5,7,9,6,1,8,5,8,1
7677,4,3,5,9,1,1,6,2,9,7
7678,1,6,2,8,5,0,5,3,9,1
7679,0,9,2,9,1,1,8,5,9,4
7680,2,3,8,9,4,0,4,4,8,8
7681,4,2,8,8,3,0,4,8,9,0
7682,3,3,5,9,4,1,7,2,9,2
7683,0,3,8,9,7,1,3,4,8,9
7684,0,9,8,9,4,0,3,4,9,6
7685,4,3,8,8,6,0,6,4,9,1
7686,4,5,1,9,6,1,9,2,9,3
7687,1,9,9,9,9,0,7,8,8,9
7688,0,5,9,9,6,1,9,5,9,2
7689,3,1,8,9,4,0,6,4,9,3
7690,4,8,9,9,2,1,8,5,9,4
7691,0,4,9,9,6,0,9,8,9,3
7692,3,9,9,9,5,0,4,4,9,5
7693,4,9,8,8,5,0,5,4,9,0
7694,2,4,9,8,5,0,2,1,9,6
7695,2,9,9,9,0,1,3,4,8,1
7696,1,3,8,9,9,0,9,4,9,0
7697,1,2,9,8,7,1,6,4,9,2
7698,3,8,8,9,8,1,2,1,9,2
7699,3,8,8,8,0,0,9,4,9,2
7700,1,1,6,9,6,0,8,1,9,5
7701,1,3,6,9,5,0,8,5,9,2
7702,1,8,3,9,2,0,6,5,9,2
7703,1,6,3,8,8,0,8,4,9,1
7704,1,8,9,9,7,1,8,5,9,8
7705,2,9,9,9,5,1,6,4,9,2
7706,3,5,2,9,8,0,2,4,9,6
7707,4,5,1,9,6,0,6,4,9,1
7708,3,1,9,9,5,0,6,3,8,7
7709,4,9,1,9,8,1,4,4,9,1
7710,2,3,8,9,2,0,4,4,9,7
7711,2,5,8,8,4,0,2,4,9,5
7712,0,9,9,9,1,0,7,4,8,9
7713,2,7,8,8,3,0,5,4,8,6
7714,1,1,6,9,2,0,5,1,8,2
7715,3,6,8,9,7,1,6,4,9,3
7716,3,4,9,9,5,0,8,5,9,5
7717,2,6,9,9,1,1,9,3,9,0
7718,2,3,7,9,4,1,7,8,9,6
7719,3,5,5,9,4,0,7,4,9,3
7720,1,5,5,8,6,1,9,2,8,3
7721,2,9,5,9,9,0,6,3,9,9
7722,3,9,2,9,7,0,6,4,8,4
7723,1,9,5,9,5,1,4,2,9,9
7724,1,4,5,9,6,0,8,3,8,3
7725,0,3,8,9,9,1,3,1,9,0
7726,4,8,6,9,3,1,6,4,9,9
7727,0,3,8,9,3,0,9,4,8,0
7728,3,1,9,8,5,0,3,4,9,4
7729,4,9,7,9,9,0,7,8,9,2
7730,2,9,9,8,9,0,2,4,8,3
7731,1,2,8,9,2,1,7,2,9,4
7732,0,1,9,9,2,0,4,3,8,3
7733,3,4,7,9,6,1,8,4,8,2
7734,1,7,8,8,9,1,2,4,9,5
7735,4,2,5,9,4,1,7,2,9,2
7736,4,5,1,9,0,0,9,8,8,4
7737,4,6,8,9,3,1,6,2,9,9
7738,4,9,8,9,4,1,6,4,9,5
7739,4,2,6,9,6,0,5,5,9,6
7740,4,1,3,9,3,0,7,3,8,5
7741,4,3,5,9,8,1,7,1,9,2
7742,0,6,8,8,5,1,8,4,9,5
7743,3,3,8,8,5,0,8,5,9,4
7744,2,4,8,9,1,0,5,4,8,4
7745,4,9,7,9,3,0,4,4,9,2
7746,4,4,6,9,5,1,8,4,9,8
7747,0,6,8,9,5,0,7,3,9,7
7748,2,2,6,9,4,0,7,4,9,2
7749,2,3,1,9,3,0,7,3,9,7
7750,2,8,7,9,6,0,6,5,9,8
7751,1,6,8,9,6,1,2,8,9,4
7752,0,5,8,9,2,1,5,4,8,7
7753,1,2,9,9,0,0,3,4,9,9
7754,3,5,8,9,5,1,8,3,9,4
7755,2,6,8,9,6,1,2,4,9,3
7756,3,9,8,9,5,0,4,5,8,2
7757,0,1,8,9,5,0,3,5,9,4
7758,0,4,8,9,4,1,3,4,9,1
7759,4,5,9,9,7,1,3,2,9,6
7760,0,2,8,9,5,0,8,3,9,2
7761,1,5,2,9,4,0,9,5,8,3
7762,0,9,9,9,2,0,4,3,9,7
7763,1,6,9,9,8,0,8,4,9,2
7764,1,1,8,8,1,1,3,8,9,0
7765,3,4,9,8,0,1,9,4,8,2
7766,2,2,9,9,3,0,6,4,9,2
7767,2,4,2,9,1,0,6,5,9,0
7768,0,7,8,9,4,0,7,4,9,3
7769,3,6,9,9,4,0,8,4,9,7
7770,3,7,9,9,9,1,6,4,9,2
7771,2,3,8,9,1,1,2,4,9,2
7772,0,8,8,9,4,1,3,4,9,3
7773,2,2,2,9,7,1,8,4,9,2
7774,3,9,8,9,8,1,8,4,9,6
7775,4,1,6,9,3,1,6,4,9,3
7776,3,7,7,9,9,1,2,4,9,8
7777,0,1,7,9,8,1,3,4,9,8
7778,0,1,8,9,6,1,9,1,9,9
7779,0,7,3,9,8,1,8,8,9,2
7780,2,2,8,9,5,0,4,3,9,3
7781,3,8,5,9,2,0,4,4,9,2
7782,2,4,2,9,7,0,7,3,9,1
7783,0,1,8,8,0,0,6,5,9,2
7784,2,5,5,9,1,1,5,4,8,2
7785,4,9,7,9,1,1,5,1,9,3
7786,0,2,8,9,9,0,8,4,8,1
7787,4,9,2,8,2,0,4,2,9,1
7788,2,9,7,9,3,1,2,5,9,8
7789,0,9,9,9,6,1,7,4,9,2
7790,4,6,8,9,9,1,9,3,9,2
7791,4,5,9,9,7,0,7,4,8,7
7792,0,7,8,9,2,1,7,4,8,3
7793,2,9,9,9,3,0,7,5,8,0
7794,4,3,6,9,7,0,8,3,9,3
7795,1,4,8,8,8,0,4,1,9,4
7796,0,9,3,8,2,1,3,1,8,6
7797,3,6,2,9,3,0,4,2,8,3
7798,2,2,6,9,5,1,3,5,9,8
7799,2,6,8,9,0,1,8,4,9,0
7800,3,3,3,9,5,0,2,4,9,0
7801,4,3,9,9,8,0,5,4,9,8
7802,4,2,8,8,9,0,3,4,8,7
7803,4,5,9,9,7,1,6,4,9,7
7804,1,1,8,9,5,1,2,5,9,8
7805,2,3,7,9,9,0,6,2,8,2
7806,4,2,6,9,0,0,2,2,8,2
7807,4,8,8,9,8,0,4,4,9,2
7808,2,7,8,9,6,0,3,4,9,9
7809,1,6,1,9,1,0,2,4,9,2
7810,2,8,8,9,6,1,4,4,9,5
7811,2,7,6,9,4,1,6,4,9,8
7812,2,7,9,9,1,0,6,4,9,5
7813,4,4,9,9,5,0,4,2,9,5
7814,0,4,8,9,5,0,8,4,9,0
7815,0,7,8,9,3,1,5,8,9,7
7816,4,3,8,9,7,0,3,8,9,2
7817,0,6,6,9,9,1,7,1,9,4
7818,0,2,8,9,3,1,9,4,9,3
7819,2,6,2,9,1,0,8,2,8,5
7820,3,3,5,8,9,1,6,1,9,2
7821,3,5,5,9,3,0,8,3,9,6
7822,0,9,8,9,0,0,9,1,8,7
7823,4,9,5,9,9,0,5,5,9,1
7824,2,1,8,9,8,1,9,1,8,7
7825,3,7,8,9,5,1,5,4,9,9
7826,0,2,9,9,9,1,5,1,9,4
7827,2,2,7,9,4,0,8,1,9,3
7828,4,7,1,9,4,1,2,4,9,2
7829,3,5,8,9,1,0,7,4,8,0
7830,3,2,8,9,4,0,6,2,9,2
7831,3,7,8,9,6,1,2,2,9,3
7832,3,4,9,9,2,1,7,4,9,7
7833,1,3,9,9,2,0,9,5,9,6
7834,4,9,2,9,6,1,5,3,9,6
7835,4,6,5,8,3,0,4,2,9,9
7836,2,7,6,9,9,0,3,4,9,7
7837,4,5,9,8,5,0,7,3,9,1
7838,2,3,2,9,2,0,6,1,9,2
7839,1,2,1,9,3,1,8,4,8,1
7840,1,5,8,9,4,1,7,8,9,2
7841,0,6,8,9,8,0,6,3,9,2
7842,3,7,8,9,7,1,4,1,9,2
7843,0,9,2,8,4,0,6,3,8,9
7844,0,9,7,9,4,1,5,3,9,9
7845,0,2,3,8,9,0,3,4,9,8
7846,2,2,5,9,3,1,7,5,8,8
7847,1,3,7,9,4,1,8,2,9,1
7848,2,7,8,9,5,0,2,4,9,9
7849,1,6,5,9,2,0,8,4,9,0
7850,4,8,8,9,6,0,7,4,9,7
7851,4,1,8,8,7,0,6,4,9,5
7852,1,7,2,9,7,1,6,1,8,7
7853,4,1,7,9,2,0,8,1,9,1
7854,3,2,2,9,2,1,9,5,9,5
7855,2,1,2,9,8,0,2,4,9,2
7856,0,5,1,8,9,0,2,8,9,2
7857,1,3,1,9,2,1,7,4,9,2
7858,0,9,8,9,2,1,5,1,9,7
7859,4,3,2,9,9,0,6,4,9,9
7860,0,2,9,9,9,1,8,3,9,7
7861,3,7,1,9,3,0,7,4,9,6
7862,2,2,2,9,3,0,7,5,9,7
7863,1,1,2,9,2,0,7,4,9,1
7864,1,7,3,9,6,1,6,3,9,4
7865,4,7,5,9,6,1,9,3,9,2
7866,3,3,9,8,1,0,3,3,9,0
7867,1,8,9,9,5,1,6,8,9,0
7868,4,3,8,9,7,1,8,3,9,2
7869,1,9,8,9,4,0,5,3,9,2
7870,1,9,7,9,8,1,4,2,9,5
7871,1,1,6,9,5,1,4,2,9,2
7872,4,6,8,8,4,0,9,4,9,1
7873,2,4,9,9,1,1,6,4,9,1
7874,3,7,6,9,1,0,8,8,9,2
7875,0,1,9,9,6,1,9,5,9,2
7876,3,2,2,9,6,1,3,8,9,0
7877,4,6,5,9,3,0,8,4,9,3
7878,2,1,9,9,8,0,9,4,9,8
7879,2,9,8,9,9,1,3,4,9,4
7880,2,6,9,9,6,0,9,4,9,0
7881,3,9,9,9,9,1,2,4,9,2
7882,4,3,8,9,1,1,4,4,8,5
7883,2,2,9,8,4,1,4,4,9,0
7884,3,9,8,9,5,0,2,2,9,3
7885,0,6,9,9,7,0,9,1,8,9
7886,0,5,8,8,8,1,3,4,9,4
7887,4,5,3,8,7,0,3,4,9,7
7888,4,6,6,9,4,1,3,4,8,2
7889,1,7,1,9,8,0,6,3,9,5
7890,2,7,9,9,9,0,8,3,8,6
7891,2,4,8,9,9,0,8,8,8,1
7892,0,7,8,8,7,0,6,4,9,4
7893,3,3,1,9,4,1,9,3,9,9
7894,2,3,6,9,3,1,2,1,9,7
7895,2,3,8,9,4,0,7,3,9,2
7896,3,6,8,9,4,0,6,2,9,9
7897,3,8,8,9,8,1,5,3,9,3
7898,3,5,8,9,3,0,5,4,9,1
7899,4,4,8,9,6,0,2,1,9,0
7900,2,9,2,9,8,1,4,5,9,9
7901,2,2,2,9,5,1,2,4,9,2
7902,3,2,3,9,9,0,8,4,9,2
7903,2,1,3,9,4,0,2,3,8,6
7904,0,1,5,8,5,0,3,4,9,0
7905,1,9,6,9,8,1,6,1,9,0
7906,4,4,5,9,3,0,4,2,9,1
7907,1,9,8,9,9,0,9,5,9,9
7908,1,4,3,9,8,0,2,1,8,6
7909,2,2,8,9,4,1,8,4,9,6
7910,4,1,5,9,3,1,4,3,9,6
7911,1,1,9,9,9,1,8,3,8,0
7912,2,7,5,9,4,1,3,5,9,9
7913,4,6,1,8,3,1,2,8,8,0
7914,3,5,8,9,2,0,9,4,9,1
7915,1,7,9,9,7,1,3,2,9,4
7916,0,5,7,9,8,1,6,4,9,2
7917,3,8,9,9,9,1,4,4,8,7
7918,4,2,9,9,2,1,9,8,9,2
7919,3,8,9,9,7,1,6,4,9,6
7920,0,4,1,8,5,0,7,3,9,0
7921,1,4,9,9,8,1,2,5,8,0
7922,3,9,5,9,1,0,3,4,9,2
7923,1,8,9,8,1,0,3,8,9,1
7924,1,5,9,9,8,1,7,3,9,3
7925,0,4,8,9,2,0,2,5,9,4
7926,0,7,3,8,1,0,7,4,9,5
7927,3,4,9,9,0,0,8,4,9,3
7928,3,2,5,9,4,1,3,5,9,2
7929,3,4,9,9,6,1,8,2,9,0
7930,1,7,1,9,3,0,9,1,9,2
7931,0,9,9,8,5,0,9,2,9,4
7932,2,7,8,9,1,1,9,4,9,8
7933,3,6,9,9,8,1,4,4,9,4
7934,3,5,8,8,8,0,4,8,9,9
7935,4,1,6,9,8,1,4,4,9,8
7936,0,2,3,9,2,0,7,5,9,8
7937,3,1,5,8,9,0,2,4,8,7
7938,2,3,8,8,2,1,7,4,9,4
7939,4,7,1,9,3,1,8,4,9,5
7940,4,5,8,9,1,0,5,2,9,4
7941,2,6,9,8,1,1,7,4,9,7
7942,2,2,8,9,5,1,2,3,8,2
7943,0,9,3,9,9,0,9,4,9,2
7944,1,8,9,9,4,1,6,1,9,3
7945,3,6,8,9,8,1,2,8,8,2
7946,4,5,8,8,4,1,6,2,9,0
7947,2,2,8,9,9,1,2,4,9,6
7948,0,5,8,9,5,0,7,4,9,3
7949,1,9,1,8,1,1,6,1,8,4
7950,4,9,8,9,6,0,5,2,9,6
7951,1,7,9,9,6,1,7,4,9,9
7952,3,8,6,9,3,0,2,2,9,8
7953,4,8,9,9,7,1,4,4,9,8
7954,4,8,8,8,4,1,7,4,9,2
7955,3,3,6,9,3,0,9,1,9,2
7956,1,7,8,9,2,1,4,5,8,6
7957,2,8,8,9,5,1,2,4,9,2
7958,1,7,8,8,2,1,7,4,9,4
7959,3,2,3,8,8,0,5,2,9,6
7960,0,3,8,9,7,1,5,8,9,1
7961,2,4,1,9,3,0,8,4,8,7
7962,4,4,9,9,7,0,6,4,9,9
7963,0,3,6,8,4,1,7,1,9,3
7964,4,6,8,9,1,1,5,4,9,8
7965,2,9,2,9,8,0,7,4,9,2
7966,1,7,9,9,1,1,2,8,9,3
7967,0,7,6,8,1,1,9,5,9,2
7968,0,3,5,9,7,1,2,4,9,2
7969,4,7,9,9,7,0,7,1,9,5
7970,0,5,2,9,5,0,8,5,9,6
7971,3,5,8,9,3,1,3,4,8,4
7972,4,4,9,8,6,0,6,3,9,2
7973,0,8,8,9,1,0,5,3,9,3
7974,1,6,1,8,8,0,3,4,9,3
7975,0,2,8,9,6,0,6,4,9,9
7976,1,7,3,9,9,0,5,4,9,8
7977,0,9,8,8,0,1,5,4,9,3
7978,1,3,2,9,7,1,8,4,8,1
